eventID,year,month,day,longitude,latitude,magnitude,sigmaMagnitude
12358,1991,11,15,6.72,44.74,1.8,0.3
12359,1991,11,16,0.37,45.79,2.9,0.06
12360,1991,11,16,-3.19,48.41,2.2,0.217
12361,1991,11,16,7.38,44.39,2.4393,0.24
12362,1991,11,16,5.45,43.44,2.5,0.2
12363,1991,11,17,2.83,46.74,1.4,0.38
12364,1991,11,17,7.73,48.41,2,0.246
12365,1991,11,18,-3.11,46.59,2.5,0.2
12366,1991,11,19,1.84,46.23,1.4,0.38
12367,1991,11,19,7.9322,47.4354,1.64226,0.325858
12368,1991,11,19,-0.59,43.05,1.9,0.27
12369,1991,11,20,9.4805,46.7969,4.26608,0.24
12370,1991,11,20,6.9,44.73,2.1,0.238
12371,1991,11,20,-1.24,43.1,2.1,0.243
12372,1991,11,21,-1.46,45.32,2.4,0.201
12373,1991,11,22,7.2946,49.8531,2.17362,0.24
12374,1991,11,22,5.79,46.99,2.1,0.235
12375,1991,11,23,7.2678,46.3026,2.6,0.24
12376,1991,11,23,0.84,46.77,2,0.246
12377,1991,11,24,2.66,46.15,1.7,0.315
12378,1991,11,24,0.13,47.9,2,0.246
12379,1991,11,24,7.71,43.85,1.9,0.271
12380,1991,11,24,1.21,42.53,2.2,0.227
12381,1991,11,25,-1.96,48.73,2.2,0.217
12382,1991,11,25,0.24,49.68,1.9,0.271
12383,1991,11,26,7.03,45.15,1.7,0.323
12384,1991,11,26,-2.3714,50.2239,2.4393,0.24
12385,1991,11,26,7.8476,47.6821,1.654216,0.322988
12386,1991,11,27,7.33,44.83,1.883006,0.268079
12387,1991,11,28,6.46,44.4,1.8,0.287
12388,1991,11,29,4.57,43.45,1.8,0.285
12389,1991,11,30,9.2233,47.2132,2.17362,0.24
12390,1991,12,1,6.7,45.5,2.2,0.225
12391,1991,12,2,0.9,42.73,2.3,0.21
12392,1991,12,2,6.95,44.62,2.3,0.21
12393,1991,12,3,-0.41,43,2.9,0.063
12394,1991,12,4,6.66,45.01,2,0.246
12395,1991,12,4,7.03,44.95,1.6,0.335
12396,1991,12,5,8.6057,44.0165,1.84152,0.278035
12397,1991,12,6,0.15,47.25,3,0.24
12398,1991,12,7,7.6,47.57,1.6,0.331
12399,1991,12,7,7.41,45.12,2.09005,0.24
12400,1991,12,8,6.65,47.24,1.8,0.285
12401,1991,12,8,6.42,44.42,1.6,0.348
12402,1991,12,8,-1.03,48.36,1.7,0.328
12403,1991,12,8,10.6347,44.5269,3.04313,0.24
12404,1991,12,8,9.6458,44.7282,1.97436,0.246154
12405,1991,12,9,7.23,44.82,1.9,0.266
12406,1991,12,10,8.6335,48.4961,2.04078,0.24
12407,1991,12,11,7.31,44.41,2.141811,0.24
12408,1991,12,12,1.62,42.44,2.2,0.225
12409,1991,12,12,7.06,45.56,1.9,0.276
12410,1991,12,12,6.63,44.74,1.8,0.299
12411,1991,12,13,2.81,45.96,2,0.258
12412,1991,12,14,1.86,46.31,1.5,0.363
12413,1991,12,14,1.853,41.5897,2.37288,0.24
12414,1991,12,14,7.5548,51.5311,2.7,0.24
12415,1991,12,14,1.87,50.69,3.4,0.066
12416,1991,12,15,6.02,46.52,1.7,0.315
12417,1991,12,15,3.68,45.5,2.1,0.235
12418,1991,12,15,2.0346,41.0335,3.60944,0.24
12419,1991,12,15,2.92,42.67,2.4,0.205
12420,1991,12,16,8.07,43.26,2,0.258
12421,1991,12,16,7.63,43.94,2.2,0.217
12422,1991,12,17,0.76,45.5,2.1,0.235
12423,1991,12,18,7.6,47.88,1.7,0.311
12424,1991,12,18,6.76,44.69,1.8,0.299
12425,1991,12,18,2.9,45.72,1.6,0.331
12426,1991,12,19,1.83,46.37,1.9,0.271
12427,1991,12,20,2.96,46.48,2.2,0.217
12428,1991,12,20,4.74,47,1.5,0.363
12429,1991,12,22,7.74,43.74,2.3,0.21
12430,1991,12,22,6.46,47.88,1.8,0.3
12431,1991,12,22,1.45,46.46,1.5,0.363
12432,1991,12,23,1.97,42.81,2,0.26
12433,1991,12,24,0.82,47.42,1.6,0.331
12434,1991,12,24,6.95,44.11,1.7,0.315
12435,1991,12,26,7.24,44.58,1.7,0.311
12436,1991,12,26,10.1763,44.0422,2.57555,0.24
12437,1991,12,26,8.4774,47.54,2.30646,0.24
12438,1991,12,28,7.19,48.01,2.3,0.21
12439,1991,12,29,6.34,45.64,1.8,0.287
12440,1991,12,29,6.72,45.59,1.7,0.323
12441,1991,12,29,-1.1,46.9,1.8,0.285
12442,1991,12,29,0.31,42.78,2.1,0.243
12443,1991,12,30,7.5,44.3,2,0.258
12444,1991,12,30,5.44,42.77,2.2,0.225
12445,1991,12,31,2.5222,41.8725,2.307137,0.24
12446,1992,1,1,2.02,42.72,2.6,0.075
12447,1992,1,2,6.45,44.41,2.4,0.201
12448,1992,1,2,2.34,46.43,1.2,0.436
12449,1992,1,2,10.0209,44.9622,2.80934,0.24
12450,1992,1,2,2.96,43.6,1.8,0.285
12451,1992,1,3,7.2744,46.6742,1.70868,0.309917
12452,1992,1,3,7.02,46.11,2,0.258
12453,1992,1,4,1.87,46.34,2.4,0.201
12454,1992,1,4,7.66,41.94,2.2,0.225
12455,1992,1,5,6.81,44.65,1.4,0.4
12456,1992,1,10,7.73,43.92,2.5,0.2
12457,1992,1,10,6.86,48.5,2.6,0.117
12458,1992,1,11,7.29,44.39,1.727723,0.305347
12459,1992,1,11,0.68,42.64,2,0.251
12460,1992,1,11,5.81,45.13,1.7,0.323
12461,1992,1,11,6.6,47.12,1.8,0.3
12462,1992,1,12,-0.39,43.09,2.2,0.22
12463,1992,1,13,2.99,46.18,1.4,0.38
12464,1992,1,13,6.14,44.99,1.9,0.271
12465,1992,1,13,8.0762,44.3938,2.09005,0.24
12466,1992,1,13,3.39,45.17,2,0.246
12467,1992,1,13,8.5074,44.922,1.97436,0.246154
12468,1992,1,14,0.42,46.9,3.1,0.101
12469,1992,1,14,6.65,44.8,2.2,0.225
12470,1992,1,14,8.3119,44.189,1.779484,0.292924
12471,1992,1,15,2.08,46.66,1.6,0.347
12472,1992,1,15,-0.04,48.55,2.2,0.225
12473,1992,1,15,4.02,44.32,2.1,0.235
12474,1992,1,15,1.1678,42.2638,2.50572,0.24
12475,1992,1,15,6.89,46.95,2.2,0.225
12476,1992,1,16,5.07,44,2.2,0.225
12477,1992,1,16,-0.23,46.77,1.8,0.285
12478,1992,1,16,3.21,43.53,2.4,0.205
12479,1992,1,17,7.19,43.94,1.8,0.299
12480,1992,1,17,7.61,48.12,2.2,0.225
12481,1992,1,18,0.12,43.02,3.3,0.206
12482,1992,1,18,3.86,45.68,1.8,0.285
12483,1992,1,19,7.3,44.32,1.5,0.361
12484,1992,1,19,2.85,46.2,1.5,0.363
12485,1992,1,20,9.8443,43.9228,2.37288,0.24
12486,1992,1,20,0.86,47.6,2.4,0.201
12487,1992,1,21,7.9911,43.5189,2.6,0.24
12488,1992,1,21,-0.06,43.54,2.6,0.103
12489,1992,1,21,1.63,42.66,2.3,0.21
12490,1992,1,22,7.3764,46.9764,1.97436,0.246154
12491,1992,1,23,7.25,44.59,2.3,0.21
12492,1992,1,23,8.2203,44.252,2.1072,0.24
12493,1992,1,23,9.7469,44.3835,2.6,0.24
12494,1992,1,24,7.3984,46.6386,1.84152,0.278035
12495,1992,1,25,-1.29,46.31,3.1,0.069
12496,1992,1,25,6.87,45.61,2,0.246
12497,1992,1,26,1.67,46.57,2.4,0.201
12498,1992,1,27,1.85,50.68,2.9,0.055
12499,1992,1,28,5.12,43.28,2.8,0.07
12500,1992,1,28,6.59,47.07,1.8,0.3
12501,1992,1,29,7.34,47.98,2.1,0.235
12502,1992,1,29,7.03,46.42,1.8,0.285
12503,1992,1,30,-1.53,48.98,1.6,0.331
12504,1992,1,30,-2.61,48.46,2.2,0.225
12505,1992,1,30,8.0678,44.6043,2.17362,0.24
12506,1992,2,1,5.79,45.38,1.7,0.323
12507,1992,2,1,6.153,50.4328,2.1072,0.24
12508,1992,2,2,6.58,47.13,2,0.246
12509,1992,2,3,-0.55,43.43,3,0.076
12510,1992,2,4,3.01,45.1,2,0.258
12511,1992,2,6,2.7,45.97,1.8,0.285
12512,1992,2,6,7.29,44.34,1.6,0.335
12513,1992,2,6,7.3,44.86,2.24004,0.24
12514,1992,2,7,-5.8868,41.7013,2.50572,0.24
12515,1992,2,8,-2.84,47.38,2.2,0.225
12516,1992,2,8,1.82,46.27,1.5,0.363
12517,1992,2,9,-1.14,43.14,2.2,0.227
12518,1992,2,9,4.61,43.47,2.2,0.217
12519,1992,2,9,8.2328,44.2822,2.1072,0.24
12520,1992,2,9,2.56,42.19,2.4,0.206
12521,1992,2,9,-0.6,43.06,2.2,0.22
12522,1992,2,11,2.66,46.2,1.8,0.285
12523,1992,2,11,6.27,47.17,2.1,0.23
12524,1992,2,11,7.29,44.4,1.97436,0.246154
12525,1992,2,12,6.89,43.71,1.7,0.311
12526,1992,2,12,6.46,47.89,1.7,0.315
12527,1992,2,12,-0.07,45.52,2.4,0.201
12528,1992,2,12,-4.04,47.66,2.4,0.205
12529,1992,2,14,-1.16,47.85,2.1,0.235
12530,1992,2,15,4.2,46.54,1.4,0.38
12531,1992,2,15,-3.05,47.56,2.4,0.201
12532,1992,2,15,7.13,48.21,1.9,0.271
12533,1992,2,16,2.95,46.51,1.6,0.347
12534,1992,2,18,-0.88,46.83,2,0.258
12535,1992,2,18,2.67,46.18,1.4,0.38
12536,1992,2,19,1.76,46.31,1.4,0.38
12537,1992,2,20,7.2,45.9,2,0.246
12538,1992,2,21,7.3,44.35,1.9,0.271
12539,1992,2,21,6.76,47.31,2.1,0.235
12540,1992,2,21,6.8624,51.4889,2.37288,0.24
12541,1992,2,22,2.76,44.79,1.8,0.285
12542,1992,2,22,0.9,42.71,2,0.251
12543,1992,2,23,9.13,42.16,2.4,0.205
12544,1992,2,23,4.91,44.66,1.9,0.271
12545,1992,2,23,4.68,43.58,2.1,0.235
12546,1992,2,24,2.95,46.5,2.1,0.235
12547,1992,2,24,7.73,43.83,1.5,0.363
12548,1992,2,24,-0.67,43.11,2.3,0.21
12549,1992,2,25,7.4,45,2.038289,0.24
12550,1992,2,26,7.5,48,2.2,0.225
12551,1992,2,26,6.81,44.57,1.8,0.285
12552,1992,2,27,7.19,43.94,1.7,0.311
12553,1992,2,28,-1.39,47.11,2.1,0.235
12554,1992,2,28,8.5057,44.1215,1.7751,0.293976
12555,1992,2,29,6.13,47.03,1.9,0.271
12556,1992,2,29,7,45.75,2.1,0.235
12557,1992,3,1,0.29,42.92,2,0.246
12558,1992,3,1,6.7,44.34,1.8,0.285
12559,1992,3,1,6.34,45.24,1.7,0.311
12560,1992,3,1,3.01,45.1,1.9,0.271
12561,1992,3,2,-0.67,49.56,2,0.258
12562,1992,3,2,8.5467,43.8371,1.90794,0.262094
12563,1992,3,2,-2.93,48.66,2.4,0.201
12564,1992,3,3,6.79,44.71,1.6,0.335
12565,1992,3,3,-1.48,46.22,2.4,0.201
12566,1992,3,4,6.92,44.12,1.8,0.3
12567,1992,3,4,-2.6,48.34,2,0.246
12568,1992,3,4,-1.13,46.88,2.1,0.235
12569,1992,3,5,6.91,46.48,1.8,0.3
12570,1992,3,5,1.59,46.54,1.8,0.285
12571,1992,3,5,6.49,47.89,1.9,0.271
12572,1992,3,6,2.98,46.01,1.8,0.285
12573,1992,3,6,7.23,47.8,2.1,0.235
12574,1992,3,6,6.34,45.15,1.8,0.287
12575,1992,3,7,7.4,44.31,1.4,0.4
12576,1992,3,7,2.06,46.4,1.7,0.315
12577,1992,3,8,4.61,43.48,2.4,0.201
12578,1992,3,8,6.8,44.58,1.8,0.285
12579,1992,3,9,7.3405,50.3348,2.37288,0.24
12580,1992,3,9,5.86,45.18,2.6,0.068
12581,1992,3,9,-0.21,43.02,2.3,0.21
12582,1992,3,10,7.22,44.66,2,0.256
12583,1992,3,10,2.94,46.5,1.9,0.271
12584,1992,3,11,2.678,41.374,2.45447,0.24
12585,1992,3,11,0.89,42.61,2.2,0.227
12586,1992,3,12,7.16,44.11,1.8,0.287
12587,1992,3,12,3.02,45.11,1.9,0.271
12588,1992,3,13,10.0299,44.3066,2.30646,0.24
12589,1992,3,14,7.02,44.37,1.8,0.299
12590,1992,3,16,0.74,46.44,2.3,0.21
12591,1992,3,17,0.03,46.95,1.6,0.331
12592,1992,3,17,2.04,46.39,1.3,0.417
12593,1992,3,17,-0.69,47.69,2,0.258
12594,1992,3,18,9.9246,45.8516,2.17362,0.24
12595,1992,3,18,3.14,43.49,2,0.246
12596,1992,3,19,7.26,44.59,2.6,0.122
12597,1992,3,19,2.06,42.23,3.6,0.24
12598,1992,3,20,-0.28,43.68,2,0.246
12599,1992,3,20,6.97,46.41,2.2,0.222
12600,1992,3,20,6.72,44.35,1.7,0.315
12601,1992,3,21,8.4658,43.7186,1.64226,0.325858
12602,1992,3,21,-2.03,47.2,1.8,0.3
12603,1992,3,21,3.2,43.88,2,0.246
12604,1992,3,22,7.5326,45.8665,2.1072,0.24
12605,1992,3,22,6.57,45,2.1,0.235
12606,1992,3,23,1.1905,51.301,2.17362,0.24
12607,1992,3,25,7.6,47.5,2.6,0.081
12608,1992,3,25,-0.66,43.12,2.1,0.234
12609,1992,3,26,-3.31,47.94,2.1,0.235
12610,1992,3,26,8.887,48.227,2.24004,0.24
12611,1992,3,26,6.83,46.93,2.1,0.235
12612,1992,3,26,6.66,44.27,1.9,0.276
12613,1992,3,28,6.46,43.82,1.7,0.311
12614,1992,3,28,2.76,45.67,1.4,0.397
12615,1992,3,28,-0.35,47.13,1.7,0.315
12616,1992,3,28,2.53,45.42,1.7,0.315
12617,1992,3,28,-0.07,47.96,1.8,0.285
12618,1992,3,28,9.5202,46.782,2.9,0.24
12619,1992,3,29,5.37,47.5,1.5,0.363
12620,1992,3,29,2.63,43.47,2,0.258
12621,1992,3,29,4.71,43.87,2,0.258
12622,1992,3,29,1.83,46.35,1.8,0.3
12623,1992,3,30,7.81,43.4,2.2,0.225
12624,1992,3,30,6.15,45.56,2,0.246
12625,1992,3,30,2.74,45.9,1.5,0.363
12626,1992,3,31,6.75,44.6,1.5,0.374
12627,1992,3,31,4.33,46.65,1.7,0.328
12628,1992,3,31,8.3007,44.6517,2.30646,0.24
12629,1992,3,31,2.6435,41.8558,2.061583,0.24
12630,1992,3,31,6.38,44.41,2.1,0.235
12631,1992,4,1,1.87,43.02,2.2,0.225
12632,1992,4,1,-0.19,43.02,2.4,0.205
12633,1992,4,1,5.63,46.8,1.8,0.3
12634,1992,4,2,2.5,42.61,1.9,0.271
12635,1992,4,3,3.66,43.62,2,0.258
12636,1992,4,3,4.61,43.45,2.4,0.201
12637,1992,4,4,-1.9146,43.0176,2.37288,0.24
12638,1992,4,6,5.53,47.13,2.1,0.235
12639,1992,4,6,6.55,45.32,1.7,0.323
12640,1992,4,7,-1.58,48.02,1.6,0.347
12641,1992,4,8,7.34,44.42,1.70868,0.309917
12642,1992,4,9,7.56,44.23,1.6,0.331
12643,1992,4,10,7.0243,46.7624,1.7751,0.293976
12644,1992,4,10,7.12,45.38,2.2,0.222
12645,1992,4,11,6.71,44.47,2.2,0.217
12646,1992,4,11,7.4977,45.8358,1.7751,0.293976
12647,1992,4,12,6.64,44.74,1.6,0.348
12648,1992,4,12,7.31,44.31,2,0.258
12649,1992,4,12,0.49,46.4,1.8,0.3
12650,1992,4,13,5.8763,51.2791,5.39,0.24
12651,1992,4,13,3.61,46.85,1.6,0.347
12652,1992,4,13,-2.36,48.56,2.1,0.235
12653,1992,4,13,9.6995,44.6783,2.4393,0.24
12654,1992,4,13,6.51,45.27,1.6,0.335
12655,1992,4,14,6.0289,50.7066,3.4,0.24
12656,1992,4,14,8.2329,44.6571,2.4393,0.24
12657,1992,4,15,-1.24,42.93,2,0.258
12658,1992,4,15,2.1608,41.803,2.012472,0.24
12659,1992,4,16,-0.63,43.07,2.3,0.21
12660,1992,4,16,7.63,47.78,1.7,0.315
12661,1992,4,17,-3.18,48.36,2.5,0.2
12662,1992,4,17,-0.54,43.38,2.3,0.21
12663,1992,4,17,2.81,46.2,1.7,0.315
12664,1992,4,18,8.0632,47.9592,1.70868,0.309917
12665,1992,4,18,-0.25,43.05,2.7,0.112
12666,1992,4,18,1.91,46.27,1.3,0.417
12667,1992,4,19,6.22,44.27,2.4,0.201
12668,1992,4,20,6.6933,50.5463,2.24004,0.24
12669,1992,4,21,2.68,51.04,2,0.246
12670,1992,4,21,7.1,44.02,1.5,0.374
12671,1992,4,22,8.3933,43.7978,2.1072,0.24
12672,1992,4,22,6.66,44.97,1.8,0.287
12673,1992,4,22,1.57,46.51,2.1,0.235
12674,1992,4,23,6.56,43.5,2.1,0.238
12675,1992,4,23,7.0072,50.1588,2.1072,0.24
12676,1992,4,24,-1.4,48.44,2.4,0.205
12677,1992,4,26,6.71,44.02,1.9,0.266
12678,1992,4,26,0.951,42.5778,1.70868,0.309917
12679,1992,4,26,7.77,48.21,1.7,0.315
12680,1992,4,27,7.29,44.46,2.6,0.24
12681,1992,4,30,2.72,45.99,1.6,0.331
12682,1992,4,30,-0.79,43.03,2.1,0.234
12683,1992,5,1,2.77,46.57,2.1,0.235
12684,1992,5,1,1.05,42.73,2,0.258
12685,1992,5,1,8.758,46.704,2.1072,0.24
12686,1992,5,1,8.054,47.311,2.04078,0.24
12687,1992,5,2,2.38,46.47,1.6,0.347
12688,1992,5,3,1.0558,42.4847,1.963361,0.248793
12689,1992,5,3,3.72,45.49,2,0.258
12690,1992,5,3,2.75,43.48,2.1,0.235
12691,1992,5,4,7.79,43.61,2.5,0.2
12692,1992,5,5,9.5508,46.7113,2.1072,0.24
12693,1992,5,6,7.7908,46.5035,1.90794,0.262094
12694,1992,5,6,7.68,48.02,2.2,0.225
12695,1992,5,7,1.84,46.36,1.9,0.271
12696,1992,5,7,7.4203,46.3172,2.37288,0.24
12697,1992,5,7,2.67,42.77,2.4,0.205
12698,1992,5,8,8.06,43.22,1.8,0.285
12699,1992,5,8,9.4338,47.2189,3.93776,0.24
12700,1992,5,8,7.47,47.44,1.8,0.3
12701,1992,5,8,8.3055,44.2812,1.90794,0.262094
12702,1992,5,8,7.8248,50.0125,2.1072,0.24
12703,1992,5,8,7.9765,44.4012,1.90794,0.262094
12704,1992,5,8,8.237,43.8047,1.7751,0.293976
12705,1992,5,8,3.47,46.4,1.5,0.363
12706,1992,5,9,9.1153,47.9639,2.04078,0.24
12707,1992,5,9,7.2267,49.8817,2.8,0.24
12708,1992,5,9,7.32,48.05,2.1,0.235
12709,1992,5,9,4.48,44.41,2.1,0.235
12710,1992,5,10,5.4,41.68,2.5,0.2
12711,1992,5,10,-0.3,43.04,3.1,0.066
12712,1992,5,10,6.59,44.54,1.4,0.4
12713,1992,5,14,6.51,46.05,1.8,0.3
12714,1992,5,15,7.29,44.37,2.141811,0.24
12715,1992,5,15,6.77,44.6,2.2,0.222
12716,1992,5,15,2.48,46.34,1.6,0.347
12717,1992,5,16,6.46,44.4,1.8,0.3
12718,1992,5,17,8.5038,44.6199,2.1072,0.24
12719,1992,5,18,1.34,47.1,2.2,0.225
12720,1992,5,19,6.79,49.13,3,0.068
12721,1992,5,19,7.5993,44.8545,1.70868,0.309917
12722,1992,5,20,6.57,43.51,2,0.247
12723,1992,5,20,1.96,46.66,2.4,0.201
12724,1992,5,21,7.31,44.55,2.37288,0.24
12725,1992,5,21,-0.75,46.9,2,0.258
12726,1992,5,22,-0.6,43.55,2.4,0.201
12727,1992,5,22,0.3,46.26,1.6,0.347
12728,1992,5,22,6.58,45.42,1.9,0.266
12729,1992,5,22,4.62,43.44,2.7,0.088
12730,1992,5,23,6.8,44.33,1.6,0.348
12731,1992,5,24,2.73,46.13,1,0.493
12732,1992,5,25,2.99,46.02,1.8,0.3
12733,1992,5,25,6.88,46.38,2,0.246
12734,1992,5,25,-0.13,46.57,2,0.246
12735,1992,5,26,7.1053,46.6711,2.24004,0.24
12736,1992,5,28,8.2466,44.4435,2.1072,0.24
12737,1992,5,29,0.91,43,2.3,0.21
12738,1992,5,29,2.96,45.32,1.8,0.285
12739,1992,5,30,6.1,45.59,1.9,0.271
12740,1992,5,31,7.3534,46.3132,2.24004,0.24
12741,1992,5,31,8.7148,48.0837,2.24004,0.24
12742,1992,6,2,7.45,43.97,1.7,0.315
12743,1992,6,2,6.1547,50.4407,2.30646,0.24
12744,1992,6,3,7.36,44.31,2.5,0.2
12745,1992,6,4,7.6033,51.4665,2.6,0.24
12746,1992,6,5,2.97,45.99,1.7,0.315
12747,1992,6,6,7.9284,48.0126,2.37288,0.24
12748,1992,6,7,7.02,45.23,2.2,0.225
12749,1992,6,7,3.67,46.81,1.2,0.455
12750,1992,6,8,0.23,42.95,2.5,0.2
12751,1992,6,8,7.45,48.07,1.2,0.455
12752,1992,6,8,8.2914,44.4439,1.97436,0.246154
12753,1992,6,8,7.43,43.41,1.9,0.28
12754,1992,6,8,-0.76,46.27,1.9,0.271
12755,1992,6,8,0.02,46.04,2,0.246
12756,1992,6,9,3.1,43.01,2.4,0.201
12757,1992,6,10,7.1473,51.1678,2.4393,0.24
12758,1992,6,11,7,44.04,1.7,0.311
12759,1992,6,11,7.51,43.85,2,0.258
12760,1992,6,11,2.81,46.13,1.6,0.331
12761,1992,6,11,4.67,43.52,2.2,0.225
12762,1992,6,13,-0.34,43.09,2,0.258
12763,1992,6,13,4.0851,50.6409,2.4393,0.24
12764,1992,6,15,7.9553,43.5963,1.7751,0.293976
12765,1992,6,16,1.51,46.94,1.8,0.3
12766,1992,6,17,7.4887,45.189,2.7,0.24
12767,1992,6,17,0.77,42.68,2.4,0.201
12768,1992,6,17,-0.43,43.08,2.1,0.235
12769,1992,6,17,8.222,43.8169,1.70868,0.309917
12770,1992,6,17,4.17,42.86,2.1,0.235
12771,1992,6,19,7.82,43.89,2,0.258
12772,1992,6,19,7.28,44.31,2,0.256
12773,1992,6,19,6.94,46.51,2.1,0.235
12774,1992,6,20,-0.58,43.5,3.3,0.21
12775,1992,6,20,6.88,44.69,1.8,0.285
12776,1992,6,21,3.05,45.06,1.6,0.347
12777,1992,6,21,5.65,46.62,1.8,0.3
12778,1992,6,21,2.63,46.26,2.2,0.217
12779,1992,6,22,6.8,47.09,1.9,0.271
12780,1992,6,22,7.12,45.79,2,0.258
12781,1992,6,24,6.78,44.69,1.9,0.271
12782,1992,6,24,2.91,45.65,2.3,0.21
12783,1992,6,24,6.53,43.51,2.3,0.211
12784,1992,6,25,4.65,43.5,2.3,0.21
12785,1992,6,25,8.1071,44.6425,1.84152,0.278035
12786,1992,6,26,-0.35,43.01,2.4,0.205
12787,1992,6,26,6.91,44.39,2,0.256
12788,1992,6,26,8.9784,46.7715,2.4393,0.24
12789,1992,6,27,7.3496,51.5397,2.50572,0.24
12790,1992,6,27,3.22,45.24,2.1,0.235
12791,1992,6,27,-0.04,47.54,2,0.258
12792,1992,6,29,0.9323,42.429,1.84152,0.278035
12793,1992,6,29,6.26,44.08,2,0.246
12794,1992,6,30,6.74,44.87,2.3,0.21
12795,1992,6,30,8.61,41.46,2.2,0.225
12796,1992,7,1,1.06,43.08,1.9,0.27
12797,1992,7,1,7.05,44.1,1.8,0.3
12798,1992,7,2,-1.76,47.49,1.9,0.271
12799,1992,7,2,6.1113,50.43,2.37288,0.24
12800,1992,7,3,8.6426,43.9188,2.09005,0.24
12801,1992,7,3,2.13,42.33,2,0.246
12802,1992,7,3,1.66,46.72,1.7,0.315
12803,1992,7,4,3.2,43.53,1.8,0.3
12804,1992,7,4,2.89,45.12,1.6,0.331
12805,1992,7,5,-0.17,47.52,1.7,0.315
12806,1992,7,5,1.57,46.51,1.6,0.347
12807,1992,7,5,7.08,48.1,1.9,0.271
12808,1992,7,6,9.208,45.0315,2.7,0.24
12809,1992,7,6,7.42,44.42,2.04078,0.24
12810,1992,7,7,-0.93,43.15,2,0.251
12811,1992,7,7,4.66,43.65,2,0.258
12812,1992,7,8,5.76,45.63,1.7,0.311
12813,1992,7,10,3.25,45.93,2.4,0.205
12814,1992,7,10,-0.09,47.52,2.1,0.235
12815,1992,7,11,2.79,45.97,1.5,0.363
12816,1992,7,12,-0.07,46.61,2.2,0.225
12817,1992,7,13,8.3616,44.2683,2.1072,0.24
12818,1992,7,13,-0.35,49.67,2,0.258
12819,1992,7,14,4.69,43.62,2.2,0.217
12820,1992,7,14,10.4753,48.8205,2.17362,0.24
12821,1992,7,14,6.63,44.8,1.7,0.311
12822,1992,7,15,8.7534,47.5619,2.1072,0.24
12823,1992,7,16,7.66,47.54,2,0.258
12824,1992,7,16,7.45,47.98,1.6,0.345
12825,1992,7,17,3.11,44.97,1.8,0.285
12826,1992,7,18,6.77,44.25,1.7,0.315
12827,1992,7,18,8.2586,47.2466,1.90794,0.262094
12828,1992,7,19,-0.72,48.39,1.8,0.3
12829,1992,7,19,2.13,42.34,2.4,0.206
12830,1992,7,19,7.05,44.41,2,0.246
12831,1992,7,20,9.1771,48.7021,2.1072,0.24
12832,1992,7,20,0.85,42.59,1.7,0.313
12833,1992,7,20,7.41,44.39,1.883006,0.268079
12834,1992,7,22,6.78,44.63,1.4,0.387
12835,1992,7,23,9.8444,43.773,2.452378,0.24
12836,1992,7,23,4.32,50.03,2.4,0.201
12837,1992,7,23,2.11,42.66,1.5,0.373
12838,1992,7,25,6.41,44.47,2,0.246
12839,1992,7,25,4.64,43.57,2.1,0.235
12840,1992,7,25,8.9,42.75,2,0.258
12841,1992,7,25,1.78,42.48,2.1,0.234
12842,1992,7,25,1.23,42.79,2.3,0.21
12843,1992,7,27,-0.59,42.9,2.8,0.07
12844,1992,7,27,2.79,46.03,1.5,0.363
12845,1992,7,28,7.38,43.47,2.2,0.225
12846,1992,7,28,6.73,44.75,2,0.258
12847,1992,7,29,3.15,42.59,2.5,0.2
12848,1992,7,29,8.3051,44.4058,2.17362,0.24
12849,1992,7,30,-0.59,43.46,3.4,0.08
12850,1992,7,30,-0.88,47.44,2,0.258
12851,1992,7,31,7.963,44.3814,1.84152,0.278035
12852,1992,8,1,-1.96,46.98,1.8,0.285
12853,1992,8,2,6.75,45.29,1.8,0.3
12854,1992,8,2,6.9221,51.4927,2.30646,0.24
12855,1992,8,2,6.73,44.77,2.2,0.225
12856,1992,8,3,0.16,45.85,1.8,0.285
12857,1992,8,3,0.53,43.03,2,0.251
12858,1992,8,4,6.41,44.47,2.4,0.201
12859,1992,8,4,0.9313,42.2932,2.1072,0.24
12860,1992,8,5,0.12,47.46,1.7,0.315
12861,1992,8,6,-2.52,46.2,2.5,0.2
12862,1992,8,6,-0.81,48.77,2,0.246
12863,1992,8,6,-0.08,43.66,1.8,0.3
12864,1992,8,7,-1.49,48.85,2,0.258
12865,1992,8,7,-1.34,48.42,1.7,0.328
12866,1992,8,7,4.63,43.45,2.4,0.201
12867,1992,8,8,2.31,42.26,2.3,0.21
12868,1992,8,8,2.27,42.7,2,0.251
12869,1992,8,8,7.4331,50.3805,1.97436,0.246154
12870,1992,8,10,5.69,47.98,1.7,0.315
12871,1992,8,11,6.88,47.65,1.8,0.285
12872,1992,8,12,-0.74,46.88,2,0.246
12873,1992,8,12,7.6127,44.8371,2.4393,0.24
12874,1992,8,13,7.339,46.8659,1.90794,0.262094
12875,1992,8,14,5.37,45.82,2.3,0.21
12876,1992,8,14,7.542,46.0841,2.04078,0.24
12877,1992,8,15,1.78,42.49,2.3,0.21
12878,1992,8,15,7.05,45.03,2.9,0.078
12879,1992,8,16,-1.61,43.21,2.4,0.201
12880,1992,8,16,7.29,44.49,3.3,0.24
12881,1992,8,17,-3.2395,51.6651,2.37288,0.24
12882,1992,8,17,0.62,45.64,2.2,0.217
12883,1992,8,17,-1.29,48.43,1.4,0.38
