eventID,year,month,day,longitude,latitude,magnitude,sigmaMagnitude
25911,2007,4,5,2.54,47.8,2,0.258
25912,2007,4,5,7.49,44.28,1.9,0.276
25913,2007,4,5,6.68,45.26,2.4,0.205
25914,2007,4,6,6.95,45.52,1.7,0.315
25915,2007,4,6,0.65,42.63,2,0.246
25916,2007,4,6,6.54,44.28,1.9,0.271
25917,2007,4,7,2.88,45.98,2.4,0.205
25918,2007,4,7,7.34,47.86,1.8,0.3
25919,2007,4,7,10.1988,40.9851,2.24004,0.24
25920,2007,4,7,0.23,42.95,1.3,0.405
25921,2007,4,7,9.5328,47.192,1.7751,0.293976
25922,2007,4,8,1.7178,42.246,1.57584,0.341798
25923,2007,4,8,-0.68,43.12,1.7,0.321
25924,2007,4,8,8.2736,44.4586,2.24004,0.24
25925,2007,4,8,8.2613,48.4413,1.70868,0.309917
25926,2007,4,8,1.43,47.2,1.9,0.271
25927,2007,4,9,1.1,42.2548,2.8,0.24
25928,2007,4,9,7.25,44.32,2,0.258
25929,2007,4,9,5.81,45.76,2,0.258
25930,2007,4,10,7.52,48.37,1.2,0.45
25931,2007,4,10,7.27,44.56,1.90794,0.262094
25932,2007,4,10,1.72,42.74,1.7,0.309
25933,2007,4,10,-0.2,43.02,2,0.246
25934,2007,4,10,7.38,43.97,2,0.246
25935,2007,4,10,-0.35,48.67,1.6,0.347
25936,2007,4,10,2.11,42.45,1.4,0.397
25937,2007,4,11,0.2,43,1.4,0.397
25938,2007,4,11,-1.7188,42.7628,2.7,0.24
25939,2007,4,11,0.8,42.86,1.4,0.393
25940,2007,4,11,7.4092,50.2634,2.7,0.24
25941,2007,4,12,-0.76,43.38,2,0.246
25942,2007,4,12,7.4752,47.2273,1.84152,0.278035
25943,2007,4,12,-1.3445,41.9143,1.7751,0.293976
25944,2007,4,13,6.69,44.53,1.4,0.4
25945,2007,4,13,-3.71,47.33,2,0.246
25946,2007,4,13,0.67,42.88,1.6,0.331
25947,2007,4,13,6.58,45.68,1.6,0.335
25948,2007,4,13,-0.6,42.87,1.3,0.431
25949,2007,4,14,-3.8,48.41,1.7,0.315
25950,2007,4,15,7.77,48.17,1.5,0.363
25951,2007,4,15,7.12,45.88,1.6,0.335
25952,2007,4,15,10.299,45.1631,2.1072,0.24
25953,2007,4,16,8.6413,44.2014,2.17362,0.24
25954,2007,4,16,0.21,43,1.6,0.344
25955,2007,4,16,6.78,44.71,1.5,0.373
25956,2007,4,17,0.07,45.32,2,0.246
25957,2007,4,18,-1.9822,41.1397,2.17362,0.24
25958,2007,4,18,6.39,44.81,1.4,0.4
25959,2007,4,18,7.03,44.79,1.7,0.322
25960,2007,4,19,-0.06,43.03,1.1,0.468
25961,2007,4,19,0.7,42.63,1.6,0.344
25962,2007,4,19,2.74,42.76,1.6,0.344
25963,2007,4,19,0.0815,42.1597,2.1072,0.24
25964,2007,4,19,1.19,42.62,1.6,0.344
25965,2007,4,19,-2.07,50.09,2,0.258
25966,2007,4,19,-3.38,47.28,1.8,0.285
25967,2007,4,20,-0.71,43.08,2.2,0.217
25968,2007,4,20,-0.05,43.06,1.4,0.38
25969,2007,4,20,0.43,43.14,1.6,0.332
25970,2007,4,20,-0.34,45.77,1.7,0.315
25971,2007,4,21,6.69,46.62,1.8,0.3
25972,2007,4,21,6.27,44.56,1.4,0.397
25973,2007,4,21,-3.7,47.37,2,0.258
25974,2007,4,21,6.65,48.33,1.6,0.347
25975,2007,4,21,-0.61,47.07,1.6,0.331
25976,2007,4,21,7.37,44.03,1.6,0.347
25977,2007,4,21,-0.6,43.44,1.8,0.285
25978,2007,4,22,6.72,46.13,2.1,0.235
25979,2007,4,22,-2.24,48.16,1.6,0.331
25980,2007,4,22,-1.08,48.35,1.6,0.347
25981,2007,4,23,7.55,44.32,1.9,0.276
25982,2007,4,23,6.88,44.52,2.4,0.201
25983,2007,4,23,9.4664,44.9483,2.1072,0.24
25984,2007,4,24,-0.58,42.81,1.3,0.418
25985,2007,4,24,9.6116,40.9487,2.24004,0.24
25986,2007,4,25,0.15,43.03,2.2,0.225
25987,2007,4,25,2.55,46.37,2,0.246
25988,2007,4,25,7.6809,46.1913,1.64226,0.325858
25989,2007,4,25,-1.2653,42.8077,1.97436,0.246154
25990,2007,4,25,6.22,44.09,1.8,0.3
25991,2007,4,25,0.9472,42.5945,1.97436,0.246154
25992,2007,4,25,2.51,42.78,1.7,0.321
25993,2007,4,25,7.21,44.87,1.5,0.373
25994,2007,4,26,7.85,44.12,1.3,0.427
25995,2007,4,26,2.5837,41.9788,1.97436,0.246154
25996,2007,4,26,6.64,44.24,2,0.258
25997,2007,4,27,6.65,45.44,1.6,0.331
25998,2007,4,27,1.58,42.47,2.3,0.21
25999,2007,4,27,9.5061,44.6242,2.04078,0.24
26000,2007,4,27,8.9079,47.6874,1.90794,0.262094
26001,2007,4,27,7.5492,47.2077,1.64226,0.325858
26002,2007,4,28,1.0548,51.1354,3.69,0.24
26003,2007,4,28,-0.72,46.19,2.3,0.21
26004,2007,4,28,7.5644,45.8004,1.70868,0.309917
26005,2007,4,29,7.62,44.76,1.7751,0.293976
26006,2007,4,29,6.7,46.14,2.2,0.217
26007,2007,4,30,6.29,46.27,1.6,0.331
26008,2007,4,30,-1.08,42.98,1.3,0.415
26009,2007,5,1,5.92,46.98,1.9,0.271
26010,2007,5,2,5.37,44.57,1.5,0.363
26011,2007,5,2,0.71,42.64,1.7,0.321
26012,2007,5,2,-0.76,42.9,2.2,0.225
26013,2007,5,3,-1.21,43.24,1.4,0.393
26014,2007,5,3,-0.37,43.06,2.6,0.085
26015,2007,5,3,0.8635,40.3043,2.17362,0.24
26016,2007,5,3,7.3102,50.3031,2.1072,0.24
26017,2007,5,4,6.46,45.34,2,0.246
26018,2007,5,4,2.54,46.32,1.3,0.415
26019,2007,5,5,6.48,46.34,2,0.246
26020,2007,5,5,10.5664,46.4948,1.97436,0.246154
26021,2007,5,6,7.59,47.58,2.2,0.217
26022,2007,5,6,0.17,43.05,1.3,0.415
26023,2007,5,6,5.71,44.96,1.1,0.468
26024,2007,5,6,7.64,48.17,1.9,0.271
26025,2007,5,7,4.83,45.09,2.2,0.217
26026,2007,5,7,-1.3142,42.8203,2.50665,0.24
26027,2007,5,8,6.69,48.32,2,0.246
26028,2007,5,8,6.52,44.39,1.7,0.315
26029,2007,5,8,7.12,44.48,2.1,0.235
26030,2007,5,9,5.34,46.39,1.8,0.3
26031,2007,5,9,8.547,43.988,2.37288,0.24
26032,2007,5,9,10.6126,44.8004,3.60944,0.24
26033,2007,5,9,-1.62,43.02,2.1,0.233
26034,2007,5,10,-0.42,42.78,1.7,0.321
26035,2007,5,10,7.52,44.34,1.315215,0.404349
26036,2007,5,10,0.12,43.03,1.8,0.3
26037,2007,5,10,-1.1116,40.6397,2.37288,0.24
26038,2007,5,11,7.13,44.87,1.7,0.31
26039,2007,5,12,-0.49,45.9,1.8,0.285
26040,2007,5,13,6.17,43.69,1.6,0.347
26041,2007,5,13,5.16,43.18,1.9,0.271
26042,2007,5,13,7.41,47.99,1.6,0.347
26043,2007,5,13,-1.58,49.23,1.7,0.315
26044,2007,5,13,6.55,44.86,2,0.246
26045,2007,5,13,-4.11,48.09,2.3,0.21
26046,2007,5,13,6.79,44.56,1.5,0.36
26047,2007,5,14,2.02,42.68,1.3,0.405
26048,2007,5,14,6.66,46.12,1.6,0.347
26049,2007,5,14,2.5913,41.9768,2.1072,0.24
26050,2007,5,14,-0.4,47.21,2.4,0.201
26051,2007,5,14,7.36,44.3,2,0.246
26052,2007,5,15,-1.6683,42.6427,2.120085,0.24
26053,2007,5,16,-1.28,43.31,1.3,0.431
26054,2007,5,16,2.28,42.55,1.9,0.271
26055,2007,5,16,-0.75,43.12,1.4,0.393
26056,2007,5,17,-1.28,43.11,1.4,0.38
26057,2007,5,17,7.68,47.52,2.1,0.235
26058,2007,5,18,1.77,42.42,1.7,0.321
26059,2007,5,18,-5.7159,42.4197,2.30646,0.24
26060,2007,5,19,-1.14,47.19,1.8,0.3
26061,2007,5,19,1.89,46.38,1.6,0.331
26062,2007,5,19,0.03,43.04,1.3,0.431
26063,2007,5,19,10.6555,47.2032,3.3,0.24
26064,2007,5,20,6.72,44.6,1.4,0.386
26065,2007,5,20,6.29,44.37,1.4,0.386
26066,2007,5,20,6.99,44.5,1.9,0.271
26067,2007,5,21,6.42,44.83,2,0.246
26068,2007,5,22,-4.68,48.53,1.8,0.3
26069,2007,5,22,7.41,43.89,2,0.246
26070,2007,5,22,-1.72,49.62,2.2,0.225
26071,2007,5,22,7.04,47.21,1.5,0.363
26072,2007,5,22,1.3,47.1,1.8,0.3
26073,2007,5,22,2.16,42.25,1.6,0.344
26074,2007,5,22,0.17,42.98,1.3,0.415
26075,2007,5,23,7.53,44.28,1.9,0.265
26076,2007,5,23,-1.21,43.2,1.5,0.368
26077,2007,5,23,-1.4277,42.8437,2.57415,0.24
26078,2007,5,23,2.39,42.58,1.8,0.3
26079,2007,5,23,5.29,46.21,2.2,0.225
26080,2007,5,24,-1.7565,42.5768,2.265047,0.24
26081,2007,5,24,7.46,44.54,1.88561,0.267454
26082,2007,5,25,2.88,44.96,2.2,0.225
26083,2007,5,25,2.03,42.7,1.3,0.431
26084,2007,5,26,7.6069,45.9768,2.17362,0.24
26085,2007,5,26,6.22,45.35,1.8,0.3
26086,2007,5,26,6.62,48.33,3.1,0.072
26087,2007,5,26,1.45,46.4,2,0.246
26088,2007,5,26,-1.28,43.09,1.9,0.271
26089,2007,5,26,-0.13,43.01,1.5,0.368
26090,2007,5,27,6.8,44.71,1.4,0.4
26091,2007,5,28,4.86,46.34,1.9,0.271
26092,2007,5,29,-3.32,47.44,1.8,0.3
26093,2007,5,29,-0.11,43.04,1.8,0.3
26094,2007,5,29,8.2666,49.5969,2.1072,0.24
26095,2007,5,29,-0.59,43.5,2.5,0.2
26096,2007,5,29,7.6568,44.7857,1.7751,0.293976
26097,2007,5,29,6.62,44.95,1.4,0.397
26098,2007,5,29,6.92,44.17,1.7,0.315
26099,2007,5,30,0.17,42.97,1.4,0.38
26100,2007,5,30,0.42,43.14,1.6,0.344
26101,2007,5,31,3.36,45.22,2.2,0.217
26102,2007,5,31,1.73,42.41,1.7,0.321
26103,2007,5,31,0.55,42.69,1.8,0.285
26104,2007,5,31,-1.13,43.33,1.5,0.356
26105,2007,5,31,-0.42,42.78,2,0.258
26106,2007,6,1,8.6957,46.9293,1.97436,0.246154
26107,2007,6,1,6.65,44.55,1.4,0.386
26108,2007,6,1,-0.58,43.09,1.3,0.405
26109,2007,6,1,2.75,46.17,1.4,0.38
26110,2007,6,2,4.73,45.55,1.9,0.271
26111,2007,6,3,9.6716,46.5648,2.1072,0.24
26112,2007,6,3,6.09,47.15,1.5,0.363
26113,2007,6,3,-0.63,43.05,1.6,0.347
26114,2007,6,4,6.3022,50.8077,2.30646,0.24
26115,2007,6,4,6.41,44.81,2,0.246
26116,2007,6,4,2.92,42.85,1.8,0.288
26117,2007,6,4,10.1944,44.3251,2.04078,0.24
26118,2007,6,4,1.2808,42.3555,2.24004,0.24
26119,2007,6,5,7.17,44.05,1.4,0.38
26120,2007,6,5,8.6781,48.547,2.37288,0.24
26121,2007,6,5,6.88,44.56,1.9,0.271
26122,2007,6,5,7.29,44.42,2.9,0.24
26123,2007,6,5,-1.15,43.31,1.5,0.368
26124,2007,6,5,-0.07,42.99,1.9,0.271
26125,2007,6,5,7.03,48.04,1.6,0.347
26126,2007,6,6,-0.85,43.15,1.2,0.444
26127,2007,6,6,9.5692,44.4196,2.17362,0.24
26128,2007,6,6,1.8283,41.684,1.97436,0.246154
26129,2007,6,6,1.17,42.68,1.5,0.368
26130,2007,6,6,2.1,42.6,1.7,0.315
26131,2007,6,7,-2.9684,40.4037,3.52736,0.24
26132,2007,6,7,8.0068,48.08,1.84152,0.278035
26133,2007,6,8,-1.4098,42.8175,2.023444,0.24
26134,2007,6,8,7.54,47.9,1.9,0.271
26135,2007,6,9,-3.82,47.41,2.4,0.205
26136,2007,6,9,-0.83,43.15,1.4,0.38
26137,2007,6,9,-1.7748,42.726,1.830162,0.280761
26138,2007,6,9,7.22,45.11,1.6,0.331
26139,2007,6,10,0.6,42.67,2,0.246
26140,2007,6,10,4.83,45.09,1.9,0.271
26141,2007,6,11,-0.07,42.99,2.3,0.21
26142,2007,6,11,0.9792,42.5393,1.491918,0.36194
26143,2007,6,11,3.46,46.54,1.3,0.415
26144,2007,6,13,-0.48,43.09,2.1,0.235
26145,2007,6,13,0.9593,42.423,1.540239,0.350343
26146,2007,6,13,5.88,44.17,1.7,0.315
26147,2007,6,14,-0.87,43.07,1.4,0.38
26148,2007,6,14,7.25,48.1,1.9,0.271
26149,2007,6,14,7.21,44.89,1.5,0.373
26150,2007,6,15,10.2979,43.8944,2.30646,0.24
26151,2007,6,15,7.3921,50.3414,2.30646,0.24
26152,2007,6,16,9.0254,46.7911,2.04078,0.24
26153,2007,6,16,-1.12,43.14,1.2,0.432
26154,2007,6,16,6.57,45.42,2.6,0.075
26155,2007,6,16,1.7005,42.246,1.540239,0.350343
26156,2007,6,17,4.84,45.08,1.8,0.3
26157,2007,6,17,6.87,44.57,1.7,0.315
26158,2007,6,17,6.02,47.44,1.3,0.415
26159,2007,6,18,7.42,44.05,1.6,0.331
26160,2007,6,18,-1.51,43.02,1.5,0.368
26161,2007,6,18,7.61,47.59,2.1,0.235
26162,2007,6,18,2.17,42.37,1.3,0.405
26163,2007,6,19,-1.2,42.84,2.1,0.241
26164,2007,6,19,0.29,42.86,1.4,0.397
26165,2007,6,19,-1.5337,42.7748,1.926803,0.257567
26166,2007,6,19,7.0543,46.6208,1.7751,0.293976
26167,2007,6,20,7.8889,50.1003,2.1072,0.24
26168,2007,6,20,5.65,47.51,2,0.246
26169,2007,6,21,1.25,46.55,2.2,0.217
26170,2007,6,21,7.93,44.08,1.2,0.441
26171,2007,6,22,10.8477,43.4125,2.37288,0.24
26172,2007,6,22,-0.54,43.09,2.5,0.2
26173,2007,6,22,10.0685,44.5111,2.7,0.24
26174,2007,6,23,-1.9488,42.8313,2.04078,0.24
26175,2007,6,23,7,47.76,1.8,0.3
26176,2007,6,23,7.37,44.77,1.84152,0.278035
26177,2007,6,23,6.44,44.9,1.6,0.347
26178,2007,6,24,1.76,46.27,2,0.258
26179,2007,6,24,-1.17,47.61,2.3,0.21
26180,2007,6,24,-0.07,42.98,2.4,0.205
26181,2007,6,24,7.14,44.13,1.6,0.331
26182,2007,6,25,-0.6,43.4,1.4,0.38
26183,2007,6,25,7.78,43.72,1.8,0.285
26184,2007,6,25,6.72,44.79,1.4,0.4
26185,2007,6,26,7.5572,47.2428,2.04078,0.24
26186,2007,6,26,0.34,43.03,1.3,0.415
26187,2007,6,26,1.03,42.59,1.5,0.356
26188,2007,6,27,-2.24,47.84,2.2,0.225
26189,2007,6,27,6.66,48.32,1.8,0.285
26190,2007,6,28,8.4461,46.7492,1.90794,0.262094
26191,2007,6,28,6.61,44.98,1.7,0.315
26192,2007,6,28,-1.21,43.12,1.6,0.347
26193,2007,6,28,6.66,44.58,1.6,0.331
26194,2007,6,28,10.6189,45.7613,2.50572,0.24
26195,2007,6,28,-1.13,42.85,2.1,0.235
26196,2007,6,29,6.8542,49.571,1.90794,0.262094
26197,2007,6,29,7.6296,46.1852,1.90794,0.262094
26198,2007,6,29,2.7468,41.8908,1.830162,0.280761
26199,2007,6,30,7.17,45.85,1.6,0.331
26200,2007,7,1,2.96,43.3,1.8,0.285
26201,2007,7,1,7.3,44.46,1.574485,0.342124
26202,2007,7,1,6.82,44.54,1.8,0.3
26203,2007,7,2,7.3957,50.3586,2.37288,0.24
26204,2007,7,2,8.287,43.425,1.90794,0.262094
26205,2007,7,2,-0.66,43.39,1.9,0.271
26206,2007,7,2,6.14,45.47,1.4,0.386
26207,2007,7,3,7.54,44.27,1.9,0.265
26208,2007,7,4,1.13,42.95,1.6,0.344
26209,2007,7,4,3.1,44.84,1.8,0.285
26210,2007,7,4,6.92,44.17,1.5,0.373
26211,2007,7,5,7.62,43.98,1.8,0.3
26212,2007,7,6,4.84,45.09,1.4,0.38
26213,2007,7,6,-4.68,48.4,2.1,0.235
26214,2007,7,6,7.61,47.59,1.8,0.285
26215,2007,7,7,6.37,44.75,1.4,0.397
26216,2007,7,7,1.5237,42.3587,2.6,0.24
26217,2007,7,7,-0.58,42.83,1.2,0.457
26218,2007,7,7,2.59,42.7,1.5,0.356
26219,2007,7,7,-0.87,43.22,2.3,0.21
26220,2007,7,8,8.7266,44.7421,2.30646,0.24
26221,2007,7,8,-3.96,47.37,2,0.246
26222,2007,7,8,7.18,44.05,1.7,0.315
26223,2007,7,9,-0.6074,40.7506,2.68827,0.24
26224,2007,7,9,-0.24,43.05,2.2,0.217
26225,2007,7,9,6.53,45.06,2.2,0.217
26226,2007,7,9,5.59,45.56,2.5,0.2
26227,2007,7,9,-1.1,42.83,2.1,0.235
26228,2007,7,10,-1.5025,42.8622,2.168406,0.24
26229,2007,7,10,7.28,44.45,1.84152,0.278035
26230,2007,7,10,6.67,48.33,2.1,0.235
26231,2007,7,10,-0.78,42.96,1.4,0.397
26232,2007,7,11,7.9384,45.939,1.84152,0.278035
26233,2007,7,11,9.2248,44.4875,2.50572,0.24
26234,2007,7,11,2.31,42.66,1.7,0.321
26235,2007,7,11,6.38,44.82,1.4,0.397
26236,2007,7,11,1.3141,40.8817,1.84152,0.278035
26237,2007,7,12,8.7644,46.9513,2.50572,0.24
26238,2007,7,12,8.0499,49.9759,1.97436,0.246154
26239,2007,7,12,-1.26,43.26,1.4,0.393
26240,2007,7,12,6.81,44.58,1.8,0.3
26241,2007,7,12,7.6322,45.8063,1.70868,0.309917
26242,2007,7,12,7.6022,46.2739,1.7751,0.293976
26243,2007,7,13,-1.67,43.09,1.5,0.363
26244,2007,7,13,7.55,44.32,1.7,0.31
26245,2007,7,13,8.4509,47.9447,2.17362,0.24
26246,2007,7,13,0.9415,42.587,3.2,0.24
26247,2007,7,13,6.56,48.04,1.2,0.432
26248,2007,7,14,3.88,45.09,1.6,0.331
26249,2007,7,14,7.63,44.07,1.8,0.285
26250,2007,7,15,7.945,43.889,2.24004,0.24
26251,2007,7,16,7.15,44.13,1.9,0.271
26252,2007,7,16,10.2998,43.9429,1.97436,0.246154
26253,2007,7,16,6.16,44.16,1.7,0.315
26254,2007,7,16,2.4292,53.3395,2.7,0.24
26255,2007,7,16,7.58,48.49,2.1,0.235
26256,2007,7,16,-0.61,43.06,2,0.258
26257,2007,7,17,-0.5805,41.7309,1.84152,0.278035
26258,2007,7,17,-2.2323,42.7497,1.97436,0.246154
26259,2007,7,18,9.6815,41.0355,2.1072,0.24
26260,2007,7,18,-1.07,43.47,1.7,0.321
26261,2007,7,18,7.45,47.82,1.6,0.331
26262,2007,7,18,7.4215,46.303,1.84152,0.278035
26263,2007,7,19,4.84,45.08,1.6,0.347
26264,2007,7,19,0.39,42.93,1.7,0.321
26265,2007,7,19,2.84,42.31,1.7,0.321
26266,2007,7,19,9.7254,46.7716,1.97436,0.246154
26267,2007,7,20,8.4063,44.248,1.989318,0.242564
26268,2007,7,20,-4.85,48.67,2.4,0.201
26269,2007,7,20,0.14,43.01,1.4,0.38
26270,2007,7,21,0.5748,42.3918,1.57584,0.341798
26271,2007,7,21,7.76,43.69,2.3,0.21
26272,2007,7,21,5.31,42.67,1.9,0.271
26273,2007,7,21,-1.0303,42.633,1.70868,0.309917
26274,2007,7,22,-1.34,46.86,3.3,0.069
26275,2007,7,22,-1.8373,42.9392,1.64226,0.325858
26276,2007,7,22,0.77,43.01,1.2,0.432
26277,2007,7,23,6.96,44.14,1.7,0.315
26278,2007,7,24,7.31,44.35,1.6,0.331
26279,2007,7,24,6.5,44.22,2.1,0.235
26280,2007,7,24,-1.36,43.02,2.2,0.225
26281,2007,7,24,-0.56,43.09,1.4,0.393
26282,2007,7,25,7.39,45.13,2.24004,0.24
26283,2007,7,26,7.29,47.81,2.2,0.217
26284,2007,7,26,-1.644,42.6275,2.071765,0.24
26285,2007,7,26,0.77,42.98,1.6,0.332
26286,2007,7,26,6.68,48.33,2.4,0.205
26287,2007,7,26,7.72,47.83,1.7,0.315
26288,2007,7,26,5.8,46.72,2.2,0.217
26289,2007,7,27,6.87,46,1.7,0.322
26290,2007,7,27,6.75,44.71,1.8,0.298
26291,2007,7,27,6.47,45.06,1.3,0.415
26292,2007,7,27,0.31,42.99,1.2,0.45
26293,2007,7,27,8.2902,47.5127,2.04078,0.24
26294,2007,7,28,-0.18,43.02,1.5,0.363
26295,2007,7,28,-0.89,42.87,1.4,0.38
26296,2007,7,29,6.51,45.44,1.8,0.285
26297,2007,7,29,6.63,44.93,1.4,0.397
26298,2007,7,29,7.67,47.52,2,0.258
26299,2007,7,30,-3.07,48.27,1.5,0.363
26300,2007,7,30,10.0618,44.9255,3.69152,0.24
26301,2007,7,31,7.1927,46.6447,1.84152,0.278035
26302,2007,7,31,-1.8948,42.9427,2.4393,0.24
26303,2007,8,1,3.68,45.4,1.6,0.344
26304,2007,8,1,7.44,48.71,1.8,0.285
26305,2007,8,1,7.6,43.74,2.4,0.205
26306,2007,8,1,-0.41,43.05,1.6,0.332
26307,2007,8,2,1.63,42.45,2.1,0.235
26308,2007,8,2,1.74,42.88,2,0.258
26309,2007,8,3,7.2975,50.3887,3.53,0.24
26310,2007,8,3,4.58,43.86,2.2,0.225
26311,2007,8,3,0.07,43.08,1.4,0.38
26312,2007,8,3,7.76,47.83,1.9,0.271
26313,2007,8,3,7.38,44.29,1.5,0.363
26314,2007,8,3,-0.82,43.1,1.6,0.347
26315,2007,8,4,6.48,44.21,1.7,0.315
26316,2007,8,4,-3.6564,43.1713,2.17362,0.24
26317,2007,8,4,-1.3757,42.831,2.04078,0.24
26318,2007,8,4,5,42.38,2,0.246
26319,2007,8,4,8.5188,44.498,1.70868,0.309917
26320,2007,8,4,6.17,44.29,1.5,0.363
26321,2007,8,4,7.16,44.11,1.6,0.347
26322,2007,8,4,10.2129,44.2298,1.97436,0.246154
26323,2007,8,4,3.53,45.22,1.5,0.363
26324,2007,8,5,6.49,45.06,1.6,0.331
26325,2007,8,5,6.6782,50.7745,2.24004,0.24
26326,2007,8,5,6.74,44.04,1.8,0.285
26327,2007,8,5,6.57,45.61,1.3,0.415
26328,2007,8,5,9.6233,47.0731,2.50572,0.24
26329,2007,8,5,7.5859,46.2612,1.90794,0.262094
26330,2007,8,5,2.96,45.88,1.9,0.271
26331,2007,8,5,2.65,42.71,1.7,0.315
26332,2007,8,6,6.53,44.69,1.7,0.322
26333,2007,8,6,7.78,43.96,1.5,0.36
26334,2007,8,6,7.68,48.21,1.7,0.315
26335,2007,8,6,2.11,42.6,1.6,0.332
26336,2007,8,6,9.0547,48.4532,2.04078,0.24
26337,2007,8,6,6.61,44.41,1.4,0.38
26338,2007,8,7,6.89,46.02,2.2,0.217
26339,2007,8,7,7.4664,47.1945,1.90794,0.262094
26340,2007,8,8,0.77,42.97,1.4,0.38
26341,2007,8,8,1.758,41.5735,3.1,0.24
26342,2007,8,8,-1.15,49.38,2,0.246
26343,2007,8,9,-0.3,42.8,1.8,0.3
26344,2007,8,10,-1.7173,42.5793,2.168406,0.24
26345,2007,8,10,-0.03,43.03,1.9,0.271
26346,2007,8,10,1.1428,42.2517,1.975124,0.24597
26347,2007,8,10,-0.08,47.04,2,0.246
26348,2007,8,11,-2.45,47.91,1.5,0.363
26349,2007,8,11,-0.51,43.12,2.2,0.225
26350,2007,8,11,3.67,45.59,1.7,0.315
26351,2007,8,13,1.3,42.81,2.1,0.235
26352,2007,8,13,-0.86,43.11,1.4,0.393
26353,2007,8,13,6.55,44.7,1.3,0.415
26354,2007,8,14,5.38,45.35,1.6,0.331
26355,2007,8,14,-0.06,42.99,2,0.258
26356,2007,8,15,10.5707,44.5255,2.17362,0.24
26357,2007,8,15,10.1866,44.4499,2.7,0.24
26358,2007,8,15,-4.2611,42.7838,3.1,0.24
26359,2007,8,16,3.99,46.41,1.6,0.347
26360,2007,8,16,8.9777,48.207,2.8,0.24
26361,2007,8,17,7.355,46.1067,1.70868,0.309917
26362,2007,8,17,3.07,43.14,1.6,0.331
26363,2007,8,17,6.63,49.45,2.6,0.082
26364,2007,8,17,0.86,42.59,1.8,0.3
26365,2007,8,18,7.69,48.22,1.6,0.331
26366,2007,8,19,7.34,45.09,1.70868,0.309917
26367,2007,8,19,6.63,48.31,3.3,0.083
26368,2007,8,19,-0.59,43.48,1.6,0.331
26369,2007,8,20,2.88,46.13,2,0.246
26370,2007,8,20,7.05,44.63,2.9,0.075
26371,2007,8,20,6.09,45.93,2,0.246
26372,2007,8,21,6.57,44.88,1.6,0.347
26373,2007,8,21,1.76,42.42,1.8,0.298
26374,2007,8,21,0.9395,42.2833,1.926803,0.257567
26375,2007,8,21,6.9862,41.328,2.17362,0.24
26376,2007,8,21,9.5686,47.1775,2.04078,0.24
26377,2007,8,22,6.91,45.63,2.1,0.235
26378,2007,8,22,2.69,45.54,1.6,0.347
26379,2007,8,23,9.4995,46.8026,2.37288,0.24
26380,2007,8,24,3.73,47.67,1.7,0.315
26381,2007,8,24,2.612,41.5817,2.216727,0.24
26382,2007,8,24,7.8178,45.8779,1.7751,0.293976
26383,2007,8,24,-3.43,47.67,1.7,0.315
26384,2007,8,25,7.31,44.94,1.70868,0.309917
26385,2007,8,25,7.56,43.97,2.2,0.217
26386,2007,8,25,7.1,45.88,1.8,0.285
26387,2007,8,25,0.21,42.99,1.7,0.315
26388,2007,8,26,-0.57,43.4,1.8,0.3
26389,2007,8,26,2.11,46.34,1.8,0.285
26390,2007,8,26,-1.5627,42.8793,2.023444,0.24
26391,2007,8,26,5.43,42.5,1.9,0.271
26392,2007,8,26,-4.31,48.28,2,0.246
26393,2007,8,26,1.05,42.59,1.8,0.285
26394,2007,8,26,-0.57,43.1,2.4,0.201
26395,2007,8,27,6.56,45.42,1.4,0.4
26396,2007,8,27,6.38,44.82,1.3,0.415
26397,2007,8,27,6.61,44.23,2,0.246
26398,2007,8,27,10.3308,43.4941,2.1072,0.24
26399,2007,8,27,7.5727,46.2377,1.84152,0.278035
26400,2007,8,27,2.22,43.41,1.9,0.271
26401,2007,8,28,7.19,44.09,1.8,0.298
26402,2007,8,28,-0.27,42.87,1.8,0.3
26403,2007,8,28,-1.17,43.27,1.4,0.393
26404,2007,8,28,6.52,45.16,2.2,0.217
26405,2007,8,29,-1.11,42.84,3.2,0.074
26406,2007,8,29,7.5,44.26,1.7,0.31
26407,2007,8,29,4.83,45.09,1.7,0.315
26408,2007,8,29,0.43,42.72,1.6,0.347
26409,2007,8,30,1.22,47.06,2.8,0.075
26410,2007,8,30,4.29,45.65,1.8,0.285
26411,2007,8,30,-3.19,47.96,2.2,0.217
26412,2007,8,31,4.63,43.5,2,0.246
26413,2007,8,31,-0.04,43.04,1.3,0.431
26414,2007,8,31,7.02,44.32,2.4,0.205
26415,2007,9,1,7.57,47.58,2,0.258
26416,2007,9,1,1.7227,42.245,1.70868,0.309917
26417,2007,9,2,2.01,43.19,2.1,0.241
26418,2007,9,2,-1.79,43.22,2.2,0.225
26419,2007,9,2,3.2,43.12,2.1,0.235
26420,2007,9,3,3.13,42.52,1.6,0.332
26421,2007,9,3,7.04,45.77,1.7,0.315
26422,2007,9,4,6.35,43.76,1.8,0.3
26423,2007,9,5,7.66,48.37,1.9,0.271
26424,2007,9,5,-0.51,42.81,1.2,0.432
26425,2007,9,6,7.2444,46.2494,1.937464,0.255009
26426,2007,9,6,7.4,45.32,2,0.258
26427,2007,9,7,0.71,42.87,1.4,0.393
26428,2007,9,7,7.29,44.92,1.97436,0.246154
26429,2007,9,8,7.66,43.97,1.6,0.331
